"LOCATION","Country","TRANSACT","Transaction","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","G","Growth rate","2005","2005","PC","Percentage","0","Units",,,4.706559,,
"COL","Colombia","B1_GA","Gross domestic product (output approach)","G","Growth rate","2006","2006","PC","Percentage","0","Units",,,6.716869,,
"COL","Colombia","B1_GA","Gross domestic product (output approach)","G","Growth rate","2007","2007","PC","Percentage","0","Units",,,6.738195,,
"COL","Colombia","B1_GA","Gross domestic product (output approach)","G","Growth rate","2008","2008","PC","Percentage","0","Units",,,3.283446,,
"COL","Colombia","B1_GA","Gross domestic product (output approach)","G","Growth rate","2009","2009","PC","Percentage","0","Units",,,1.139649,,
"COL","Colombia","B1_GA","Gross domestic product (output approach)","G","Growth rate","2010","2010","PC","Percentage","0","Units",,,4.494659,,
"COL","Colombia","B1_GA","Gross domestic product (output approach)","G","Growth rate","2011","2011","PC","Percentage","0","Units",,,6.947892,,
"COL","Colombia","B1_GA","Gross domestic product (output approach)","G","Growth rate","2012","2012","PC","Percentage","0","Units",,,3.912636,,
"COL","Colombia","B1_GA","Gross domestic product (output approach)","G","Growth rate","2013","2013","PC","Percentage","0","Units",,,5.133994,,
"COL","Colombia","B1_GA","Gross domestic product (output approach)","G","Growth rate","2014","2014","PC","Percentage","0","Units",,,4.49903,,
"COL","Colombia","B1_GA","Gross domestic product (output approach)","G","Growth rate","2015","2015","PC","Percentage","0","Units",,,2.955901,,
"COL","Colombia","B1_GA","Gross domestic product (output approach)","G","Growth rate","2016","2016","PC","Percentage","0","Units",,,2.087383,,
"COL","Colombia","B1_GA","Gross domestic product (output approach)","G","Growth rate","2017","2017","PC","Percentage","0","Units",,,1.359361,,
"COL","Colombia","B1_GA","Gross domestic product (output approach)","G","Growth rate","2018","2018","PC","Percentage","0","Units",,,2.564324,,
"COL","Colombia","B1_GA","Gross domestic product (output approach)","G","Growth rate","2019","2019","PC","Percentage","0","Units",,,3.186855,,
"COL","Colombia","B1_GA","Gross domestic product (output approach)","G","Growth rate","2020","2020","PC","Percentage","0","Units",,,-7.252299,"P","Provisional value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","G","Growth rate","2021","2021","PC","Percentage","0","Units",,,11.016193,"P","Provisional value"
"EST","Estonia","B1_GA","Gross domestic product (output approach)","C","Current prices","1995","1995","EUR","Euro","6","Millions",,,2861.638,,
"EST","Estonia","B1_GA","Gross domestic product (output approach)","C","Current prices","1996","1996","EUR","Euro","6","Millions",,,3679.97,,
"EST","Estonia","B1_GA","Gross domestic product (output approach)","C","Current prices","1997","1997","EUR","Euro","6","Millions",,,4573.002,,
"EST","Estonia","B1_GA","Gross domestic product (output approach)","C","Current prices","1998","1998","EUR","Euro","6","Millions",,,5100.431,,
"EST","Estonia","B1_GA","Gross domestic product (output approach)","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,5406.892,,
"EST","Estonia","B1_GA","Gross domestic product (output approach)","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,6171.645,,
"EST","Estonia","B1_GA","Gross domestic product (output approach)","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,6987.069,,
"EST","Estonia","B1_GA","Gross domestic product (output approach)","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,7822.58,,
"EST","Estonia","B1_GA","Gross domestic product (output approach)","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,8744.426,,
"EST","Estonia","B1_GA","Gross domestic product (output approach)","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,9777.459,,
"EST","Estonia","B1_GA","Gross domestic product (output approach)","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,11343.27,,
"EST","Estonia","B1_GA","Gross domestic product (output approach)","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,13568.93,,
"EST","Estonia","B1_GA","Gross domestic product (output approach)","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,16401.334,,
"EST","Estonia","B1_GA","Gross domestic product (output approach)","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,16618.064,,
"EST","Estonia","B1_GA","Gross domestic product (output approach)","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,14131.856,,
"EST","Estonia","B1_GA","Gross domestic product (output approach)","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,14741.103,,
"EST","Estonia","B1_GA","Gross domestic product (output approach)","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,16677.256,,
"EST","Estonia","B1_GA","Gross domestic product (output approach)","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,17916.682,,
"EST","Estonia","B1_GA","Gross domestic product (output approach)","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,18910.784,,
"EST","Estonia","B1_GA","Gross domestic product (output approach)","C","Current prices","2014","2014","EUR","Euro","6","Millions",,,20048.226,,
"EST","Estonia","B1_GA","Gross domestic product (output approach)","C","Current prices","2015","2015","EUR","Euro","6","Millions",,,20631.362,,
"EST","Estonia","B1_GA","Gross domestic product (output approach)","C","Current prices","2016","2016","EUR","Euro","6","Millions",,,21747.91,,
"EST","Estonia","B1_GA","Gross domestic product (output approach)","C","Current prices","2017","2017","EUR","Euro","6","Millions",,,23833.614,,
"EST","Estonia","B1_GA","Gross domestic product (output approach)","C","Current prices","2018","2018","EUR","Euro","6","Millions",,,25932.176,,
"EST","Estonia","B1_GA","Gross domestic product (output approach)","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,27764.725,,
"EST","Estonia","B1_GA","Gross domestic product (output approach)","C","Current prices","2020","2020","EUR","Euro","6","Millions",,,27464.982,,
"EST","Estonia","B1_GA","Gross domestic product (output approach)","C","Current prices","2021","2021","EUR","Euro","6","Millions",,,31444.913,,
"EST","Estonia","B1_GA","Gross domestic product (output approach)","C","Current prices","2022","2022","EUR","Euro","6","Millions",,,36181.437,,
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","G","Growth rate","1951","1951","PC","Percentage","0","Units",,,2.806311,"E","Estimated value"
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","G","Growth rate","1952","1952","PC","Percentage","0","Units",,,1.642947,"E","Estimated value"
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","G","Growth rate","1953","1953","PC","Percentage","0","Units",,,3.461355,"E","Estimated value"
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","G","Growth rate","1954","1954","PC","Percentage","0","Units",,,5.718967,"E","Estimated value"
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","G","Growth rate","1955","1955","PC","Percentage","0","Units",,,3.011803,"E","Estimated value"
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","G","Growth rate","1956","1956","PC","Percentage","0","Units",,,3.333609,"E","Estimated value"
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","G","Growth rate","1957","1957","PC","Percentage","0","Units",,,2.37874,"E","Estimated value"
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","G","Growth rate","1958","1958","PC","Percentage","0","Units",,,2.411271,"E","Estimated value"
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","G","Growth rate","1959","1959","PC","Percentage","0","Units",,,5.363037,"E","Estimated value"
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","G","Growth rate","1960","1960","PC","Percentage","0","Units",,,3.654117,"E","Estimated value"
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","G","Growth rate","1961","1961","PC","Percentage","0","Units",,,5.681293,"E","Estimated value"
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","G","Growth rate","1962","1962","PC","Percentage","0","Units",,,4.259047,"E","Estimated value"
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","G","Growth rate","1963","1963","PC","Percentage","0","Units",,,5.327934,"E","Estimated value"
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","G","Growth rate","1964","1964","PC","Percentage","0","Units",,,6.821165,"E","Estimated value"
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","G","Growth rate","1965","1965","PC","Percentage","0","Units",,,3.821508,"E","Estimated value"
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","G","Growth rate","1966","1966","PC","Percentage","0","Units",,,2.090844,"E","Estimated value"
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","G","Growth rate","1967","1967","PC","Percentage","0","Units",,,3.365389,"E","Estimated value"
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","G","Growth rate","1968","1968","PC","Percentage","0","Units",,,3.638506,"E","Estimated value"
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","G","Growth rate","1969","1969","PC","Percentage","0","Units",,,5.009075,"E","Estimated value"
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","G","Growth rate","1970","1970","PC","Percentage","0","Units",,,6.473674,"E","Estimated value"
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","G","Growth rate","1971","1971","PC","Percentage","0","Units",,,0.944646,"E","Estimated value"
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","G","Growth rate","1972","1972","PC","Percentage","0","Units",,,2.288739,"E","Estimated value"
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","G","Growth rate","1973","1973","PC","Percentage","0","Units",,,3.967981,"E","Estimated value"
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","G","Growth rate","1974","1974","PC","Percentage","0","Units",,,3.198196,"E","Estimated value"
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","G","Growth rate","1975","1975","PC","Percentage","0","Units",,,2.552863,"E","Estimated value"
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","G","Growth rate","1976","1976","PC","Percentage","0","Units",,,1.058105,"E","Estimated value"
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","G","Growth rate","1977","1977","PC","Percentage","0","Units",,,-1.596259,"E","Estimated value"
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","G","Growth rate","1978","1978","PC","Percentage","0","Units",,,1.751548,"E","Estimated value"
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","G","Growth rate","1979","1979","PC","Percentage","0","Units",,,3.840004,"E","Estimated value"
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","G","Growth rate","1980","1980","PC","Percentage","0","Units",,,1.699971,"E","Estimated value"
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","G","Growth rate","1981","1981","PC","Percentage","0","Units",,,0.45483,"E","Estimated value"
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","G","Growth rate","1982","1982","PC","Percentage","0","Units",,,1.248665,"E","Estimated value"
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","G","Growth rate","1983","1983","PC","Percentage","0","Units",,,1.900639,"E","Estimated value"
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","G","Growth rate","1984","1984","PC","Percentage","0","Units",,,4.229535,"E","Estimated value"
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","G","Growth rate","1985","1985","PC","Percentage","0","Units",,,2.160374,"E","Estimated value"
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","G","Growth rate","1986","1986","PC","Percentage","0","Units",,,2.691323,"E","Estimated value"
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","G","Growth rate","1987","1987","PC","Percentage","0","Units",,,3.353843,"E","Estimated value"
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","G","Growth rate","1988","1988","PC","Percentage","0","Units",,,2.559039,"E","Estimated value"
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","G","Growth rate","1989","1989","PC","Percentage","0","Units",,,2.654807,"E","Estimated value"
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","G","Growth rate","1990","1990","PC","Percentage","0","Units",,,0.754675,"E","Estimated value"
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","G","Growth rate","1991","1991","PC","Percentage","0","Units",,,-1.145975,"E","Estimated value"
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","G","Growth rate","1992","1992","PC","Percentage","0","Units",,,-1.158593,"E","Estimated value"
